frame,cx,cy,x,y,w,h,yolo_conf,group_id
441,193.0,182.0,184.0,174.0,18.0,16.0,,4.0
442,197.0,183.0,188.0,175.0,18.0,16.0,,4.0
443,202.0,185.0,193.0,177.0,18.0,16.0,,4.0
444,204.0,186.0,195.0,178.0,18.0,16.0,,4.0
445,207.0,186.0,198.0,178.0,18.0,16.0,,4.0
446,209.0,186.0,200.0,178.0,18.0,16.0,,4.0
447,211.0,185.0,202.0,177.0,18.0,16.0,,4.0
448,214.5,181.5,205.0,173.0,19.0,17.0,,4.0
449,217.0,171.0,208.0,163.0,18.0,16.0,,4.0
450,219.0,157.0,210.0,149.0,18.0,16.0,,4.0
451,220.0,155.0,211.0,147.0,18.0,16.0,,4.0
452,221.0,153.0,212.0,145.0,18.0,16.0,0.523,4.0
453,221.5,150.5,213.0,142.0,17.0,17.0,0.818,4.0
454,223.5,146.5,214.0,137.0,19.0,19.0,0.818,4.0
455,225.0,141.5,215.0,132.0,20.0,19.0,0.806,4.0
456,225.0,135.0,216.0,125.0,18.0,20.0,0.798,4.0
457,224.0,127.5,215.0,118.0,18.0,19.0,0.831,4.0
458,223.5,121.0,215.0,111.0,17.0,20.0,0.847,4.0
459,223.0,112.5,214.0,102.0,18.0,21.0,0.861,4.0
460,220.5,104.5,212.0,94.0,17.0,21.0,0.853,4.0
461,218.0,96.5,209.0,86.0,18.0,21.0,0.85,4.0
462,215.5,89.5,207.0,79.0,17.0,21.0,0.815,4.0
463,212.5,83.5,204.0,74.0,17.0,19.0,0.831,4.0
464,210.5,78.5,202.0,69.0,17.0,19.0,0.831,4.0
465,208.0,74.5,200.0,65.0,16.0,19.0,0.81,4.0
466,206.0,71.0,198.0,62.0,16.0,18.0,0.809,4.0
467,203.5,68.0,196.0,60.0,15.0,16.0,0.843,4.0
468,201.5,66.5,194.0,58.0,15.0,17.0,0.823,4.0
469,199.5,65.0,192.0,56.0,15.0,18.0,0.806,4.0
470,198.0,64.0,191.0,56.0,14.0,16.0,0.797,4.0
471,196.0,64.0,189.0,56.0,14.0,16.0,0.771,4.0
472,194.0,64.0,187.0,56.0,14.0,16.0,0.82,4.0
473,192.5,64.5,186.0,57.0,13.0,15.0,0.753,4.0
474,190.5,67.0,184.0,60.0,13.0,14.0,0.76,4.0
475,189.5,68.0,183.0,60.0,13.0,16.0,0.583,4.0
476,187.5,71.0,181.0,64.0,13.0,14.0,0.7,4.0
477,186.5,74.0,180.0,67.0,13.0,14.0,,4.0
478,183.5,77.0,177.0,70.0,13.0,14.0,,4.0
479,183.5,80.5,177.0,73.0,13.0,15.0,,4.0
480,181.5,84.5,175.0,77.0,13.0,15.0,0.733,4.0
481,180.5,88.5,174.0,81.0,13.0,15.0,,4.0
482,178.5,92.5,172.0,85.0,13.0,15.0,,4.0
483,178.5,98.5,172.0,91.0,13.0,15.0,,4.0
484,175.5,101.5,169.0,94.0,13.0,15.0,,4.0
485,174.5,108.5,168.0,101.0,13.0,15.0,,4.0
486,174.5,114.5,168.0,107.0,13.0,15.0,,4.0
487,172.5,118.5,166.0,111.0,13.0,15.0,,4.0
488,169.0,143.0,163.0,136.0,12.0,14.0,,4.0
489,169.0,143.0,163.0,136.0,12.0,14.0,,4.0
490,168.5,130.5,162.0,123.0,13.0,15.0,,4.0
491,167.0,140.0,161.0,133.0,12.0,14.0,,4.0
492,166.0,140.0,160.0,133.0,12.0,14.0,,4.0
493,166.0,140.0,160.0,133.0,12.0,14.0,0.567,4.0
494,,,,,,,,
495,167.0,141.0,161.0,135.0,12.0,12.0,0.653,4.0
496,167.5,142.0,162.0,137.0,11.0,10.0,0.557,4.0
497,167.5,143.5,162.0,138.0,11.0,11.0,0.821,4.0
498,168.5,146.0,163.0,140.0,11.0,12.0,0.805,4.0
499,168.5,147.5,163.0,142.0,11.0,11.0,0.785,4.0
500,169.5,151.0,164.0,145.0,11.0,12.0,0.777,4.0
501,169.5,153.5,164.0,148.0,11.0,11.0,0.815,4.0
502,169.5,157.0,164.0,151.0,11.0,12.0,0.599,4.0
503,170.5,161.5,165.0,155.0,11.0,13.0,0.606,4.0
504,170.5,166.5,165.0,161.0,11.0,11.0,0.769,4.0
505,171.0,171.0,166.0,165.0,10.0,12.0,0.674,4.0
506,171.0,176.0,166.0,169.0,10.0,14.0,0.619,4.0
507,171.0,182.0,166.0,175.0,10.0,14.0,,4.0
508,172.0,189.0,167.0,182.0,10.0,14.0,,4.0
509,173.0,195.5,168.0,190.0,10.0,11.0,,4.0
510,173.0,202.5,168.0,197.0,10.0,11.0,0.644,4.0
511,174.0,209.5,169.0,204.0,10.0,11.0,,4.0
512,174.5,218.5,169.0,213.0,11.0,11.0,0.605,4.0
513,174.0,227.0,169.0,221.0,10.0,12.0,0.605,4.0
514,175.0,235.0,170.0,229.0,10.0,12.0,,4.0
515,175.0,243.5,169.0,238.0,12.0,11.0,0.678,4.0
516,175.5,236.0,170.0,230.0,11.0,12.0,0.635,4.0
517,177.0,229.0,172.0,223.0,10.0,12.0,0.662,4.0
518,178.0,222.0,173.0,215.0,10.0,14.0,0.583,4.0
519,179.0,216.0,174.0,209.0,10.0,14.0,,4.0
520,181.0,210.0,176.0,203.0,10.0,14.0,,4.0
521,179.0,209.0,174.0,202.0,10.0,14.0,,4.0
522,181.0,215.0,176.0,208.0,10.0,14.0,,4.0
523,179.0,215.0,174.0,208.0,10.0,14.0,,4.0
524,184.0,206.0,179.0,199.0,10.0,14.0,,4.0
525,182.0,204.0,177.0,197.0,10.0,14.0,,4.0
526,185.0,203.0,180.0,196.0,10.0,14.0,,4.0
527,184.0,203.0,179.0,196.0,10.0,14.0,,4.0
528,184.0,208.0,179.0,201.0,10.0,14.0,,4.0
529,179.0,204.0,174.0,197.0,10.0,14.0,,4.0
530,177.0,201.5,172.0,194.0,10.0,15.0,,4.0
531,181.0,204.0,176.0,197.0,10.0,14.0,,4.0
532,189.5,176.5,185.0,170.0,9.0,13.0,,4.0
533,193.5,180.5,189.0,174.0,9.0,13.0,,4.0
534,194.5,180.5,190.0,174.0,9.0,13.0,,4.0
535,194.5,181.5,190.0,175.0,9.0,13.0,,4.0
536,196.5,180.5,192.0,174.0,9.0,13.0,,4.0
537,196.5,180.5,192.0,174.0,9.0,13.0,,4.0
538,197.5,183.5,193.0,177.0,9.0,13.0,,4.0
539,197.5,186.5,193.0,180.0,9.0,13.0,,4.0
540,198.5,188.5,194.0,182.0,9.0,13.0,,4.0
541,200.5,192.5,196.0,186.0,9.0,13.0,,4.0
542,201.5,196.5,197.0,190.0,9.0,13.0,,4.0
543,202.5,202.5,198.0,196.0,9.0,13.0,,4.0
544,202.5,206.5,198.0,200.0,9.0,13.0,0.694,4.0
545,203.5,212.0,199.0,206.0,9.0,12.0,0.684,4.0
546,204.5,217.5,200.0,211.0,9.0,13.0,0.707,4.0
547,205.0,224.0,200.0,218.0,10.0,12.0,0.799,4.0
548,205.5,230.5,201.0,225.0,9.0,11.0,0.555,4.0
549,206.5,237.5,202.0,232.0,9.0,11.0,0.544,4.0
550,207.0,244.5,202.0,239.0,10.0,11.0,0.659,4.0
551,208.0,239.5,203.0,234.0,10.0,11.0,0.607,4.0
552,209.0,232.5,204.0,227.0,10.0,11.0,0.716,4.0
553,209.5,227.5,205.0,222.0,9.0,11.0,0.682,4.0
554,209.5,223.0,204.0,217.0,11.0,12.0,0.741,4.0
555,210.5,218.5,205.0,213.0,11.0,11.0,0.745,4.0
556,211.5,214.0,207.0,209.0,9.0,10.0,0.703,4.0
557,212.0,212.0,207.0,207.0,10.0,10.0,0.676,4.0
558,213.0,208.5,208.0,203.0,10.0,11.0,0.679,4.0
559,213.5,205.0,208.0,199.0,11.0,12.0,0.729,4.0
560,214.5,203.0,209.0,198.0,11.0,10.0,0.69,4.0
561,214.5,202.0,209.0,197.0,11.0,10.0,,4.0
562,218.5,206.0,213.0,201.0,11.0,10.0,,4.0
563,218.5,207.0,213.0,202.0,11.0,10.0,,4.0
564,219.5,207.0,214.0,202.0,11.0,10.0,,4.0
565,221.5,207.0,216.0,202.0,11.0,10.0,,4.0
566,221.5,209.0,216.0,204.0,11.0,10.0,,4.0
567,224.5,210.0,219.0,205.0,11.0,10.0,,4.0
568,226.5,211.0,221.0,206.0,11.0,10.0,,4.0
569,227.5,209.0,222.0,204.0,11.0,10.0,,4.0
570,228.5,209.0,223.0,204.0,11.0,10.0,,4.0
571,231.5,208.0,226.0,203.0,11.0,10.0,,4.0
572,234.5,204.0,229.0,199.0,11.0,10.0,,4.0
573,234.5,207.0,229.0,202.0,11.0,10.0,,4.0
574,236.5,207.0,231.0,202.0,11.0,10.0,,4.0
575,234.5,199.0,229.0,193.0,11.0,12.0,,4.0
576,235.5,200.0,230.0,194.0,11.0,12.0,,4.0
577,236.5,201.0,231.0,195.0,11.0,12.0,,4.0
578,239.5,204.0,234.0,198.0,11.0,12.0,,4.0
579,243.5,204.0,238.0,198.0,11.0,12.0,,4.0
580,245.5,204.0,240.0,198.0,11.0,12.0,,4.0
581,247.5,204.0,242.0,198.0,11.0,12.0,,4.0
582,250.5,204.0,245.0,198.0,11.0,12.0,,4.0
583,252.5,206.0,247.0,200.0,11.0,12.0,,4.0
584,254.5,207.0,249.0,201.0,11.0,12.0,,4.0
585,255.5,208.0,250.0,202.0,11.0,12.0,,4.0
586,258.5,209.0,253.0,203.0,11.0,12.0,,4.0
587,262.5,211.0,257.0,205.0,11.0,12.0,,4.0
588,266.5,210.0,261.0,204.0,11.0,12.0,,4.0
589,272.5,208.0,267.0,202.0,11.0,12.0,0.57,4.0
590,277.5,203.5,272.0,198.0,11.0,11.0,0.644,4.0
591,281.5,199.0,277.0,194.0,9.0,10.0,0.66,4.0
592,285.5,195.0,280.0,189.0,11.0,12.0,0.771,4.0
593,289.0,190.5,283.0,184.0,12.0,13.0,0.801,4.0
594,293.5,187.0,287.0,181.0,13.0,12.0,0.625,4.0
595,297.0,184.0,291.0,178.0,12.0,12.0,0.715,4.0
596,301.5,181.0,295.0,175.0,13.0,12.0,0.68,4.0
597,305.5,179.0,299.0,173.0,13.0,12.0,,4.0
598,310.0,176.5,304.0,170.0,12.0,13.0,,4.0
599,314.0,174.5,308.0,168.0,12.0,13.0,0.618,4.0
600,319.5,173.0,313.0,167.0,13.0,12.0,0.807,4.0
601,323.5,173.0,317.0,167.0,13.0,12.0,0.619,4.0
602,328.5,172.5,322.0,167.0,13.0,11.0,0.601,4.0
603,332.5,172.5,326.0,167.0,13.0,11.0,,4.0
604,335.0,174.5,331.0,168.0,8.0,13.0,0.632,4.0
605,339.0,175.5,335.0,169.0,8.0,13.0,,4.0
606,337.0,174.5,333.0,168.0,8.0,13.0,,4.0
607,337.0,174.5,333.0,168.0,8.0,13.0,,4.0
608,337.0,173.5,333.0,167.0,8.0,13.0,,4.0
609,336.0,173.5,332.0,167.0,8.0,13.0,,4.0
610,333.0,171.5,329.0,165.0,8.0,13.0,,4.0
611,334.0,173.5,330.0,167.0,8.0,13.0,,4.0
612,331.0,170.5,327.0,164.0,8.0,13.0,,4.0
613,326.0,174.5,322.0,168.0,8.0,13.0,,4.0
614,329.0,173.5,325.0,167.0,8.0,13.0,,4.0
615,330.0,171.5,326.0,165.0,8.0,13.0,,4.0
616,333.0,171.5,329.0,165.0,8.0,13.0,,4.0
617,335.0,173.5,331.0,167.0,8.0,13.0,,4.0
618,338.0,172.5,334.0,166.0,8.0,13.0,,4.0
619,339.0,173.5,335.0,167.0,8.0,13.0,,4.0
620,339.0,173.0,335.0,166.0,8.0,14.0,,4.0
621,336.0,185.5,332.0,179.0,8.0,13.0,,4.0
622,336.0,190.5,332.0,184.0,8.0,13.0,,4.0
623,338.0,190.5,334.0,184.0,8.0,13.0,,4.0
624,337.0,194.5,333.0,188.0,8.0,13.0,,4.0
625,,,,,,,,
626,,,,,,,,
627,,,,,,,,
628,,,,,,,,
629,,,,,,,,
630,,,,,,,,
631,,,,,,,,
632,,,,,,,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,,,,,,,,
640,,,,,,,,
641,,,,,,,,
642,,,,,,,,
643,,,,,,,,
644,,,,,,,,
645,,,,,,,,
646,,,,,,,,
647,,,,,,,,
648,,,,,,,,
649,,,,,,,,
650,,,,,,,,
651,,,,,,,,
652,,,,,,,,
653,,,,,,,,
654,,,,,,,,
655,,,,,,,,
656,,,,,,,,
657,338.5,191.5,328.0,182.0,21.0,19.0,,4.0
658,326.5,189.5,316.0,180.0,21.0,19.0,,4.0
659,312.5,187.5,302.0,178.0,21.0,19.0,,4.0
660,298.5,187.5,288.0,178.0,21.0,19.0,0.592,4.0
661,283.5,191.0,273.0,182.0,21.0,18.0,0.696,4.0
662,269.0,200.0,259.0,191.0,20.0,18.0,0.594,4.0
663,256.0,214.0,246.0,204.0,20.0,20.0,0.658,4.0
664,245.0,228.0,235.0,218.0,20.0,20.0,,4.0
665,234.0,241.0,224.0,231.0,20.0,20.0,,4.0
666,223.0,259.0,213.0,249.0,20.0,20.0,,4.0
667,219.0,259.0,209.0,249.0,20.0,20.0,,4.0
668,216.5,244.0,207.0,235.0,19.0,18.0,,4.0
669,213.5,232.0,204.0,223.0,19.0,18.0,,4.0
670,208.5,222.0,199.0,213.0,19.0,18.0,,4.0
671,204.5,216.0,195.0,207.0,19.0,18.0,0.514,4.0
672,202.5,212.0,193.0,202.0,19.0,20.0,0.738,4.0
673,200.5,213.0,191.0,203.0,19.0,20.0,0.668,4.0
674,199.0,219.5,190.0,209.0,18.0,21.0,0.581,4.0
675,199.0,229.5,190.0,219.0,18.0,21.0,,4.0
676,,,,,,,,
677,,,,,,,,
678,,,,,,,,
679,,,,,,,,
680,,,,,,,,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,,,,,,,,
685,,,,,,,,
686,,,,,,,,
687,,,,,,,,
688,,,,,,,,
689,,,,,,,,
690,210.5,260.0,202.0,249.0,17.0,22.0,,4.0
691,210.5,260.0,202.0,249.0,17.0,22.0,,4.0
692,210.5,260.0,202.0,249.0,17.0,22.0,0.611,4.0
693,201.5,259.0,191.0,248.0,21.0,22.0,0.67,4.0
694,193.0,246.5,185.0,237.0,16.0,19.0,0.708,4.0
695,183.5,237.5,175.0,229.0,17.0,17.0,0.717,4.0
696,178.0,228.5,171.0,220.0,14.0,17.0,0.704,4.0
697,172.0,220.5,165.0,212.0,14.0,17.0,,4.0
698,167.5,212.5,157.0,203.0,21.0,19.0,,4.0
699,161.5,206.5,151.0,197.0,21.0,19.0,0.751,4.0
700,153.5,202.5,144.0,193.0,19.0,19.0,0.591,4.0
701,144.5,198.5,135.0,189.0,19.0,19.0,,4.0
702,137.5,196.0,128.0,186.0,19.0,20.0,,4.0
703,132.5,196.0,123.0,186.0,19.0,20.0,0.537,4.0
704,128.0,200.0,119.0,191.0,18.0,18.0,0.614,4.0
705,124.5,208.0,115.0,198.0,19.0,20.0,0.64,4.0
706,122.5,220.0,113.0,210.0,19.0,20.0,,4.0
707,119.0,233.5,111.0,224.0,16.0,19.0,0.777,4.0
708,115.5,247.0,107.0,238.0,17.0,18.0,0.758,4.0
709,116.0,256.5,109.0,248.0,14.0,17.0,0.587,4.0
710,116.0,245.0,108.0,236.0,16.0,18.0,0.703,4.0
711,117.0,233.5,110.0,225.0,14.0,17.0,0.627,4.0
712,116.0,224.0,111.0,216.0,10.0,16.0,0.525,4.0
713,117.0,215.0,112.0,207.0,10.0,16.0,,4.0
714,119.0,205.0,111.0,198.0,16.0,14.0,,4.0
715,113.0,203.0,105.0,196.0,16.0,14.0,0.593,4.0
716,110.0,199.0,102.0,192.0,16.0,14.0,,4.0
717,110.0,200.0,102.0,193.0,16.0,14.0,,4.0
718,104.0,198.0,96.0,191.0,16.0,14.0,,4.0
719,99.0,197.0,91.0,190.0,16.0,14.0,,4.0
720,90.0,195.0,82.0,188.0,16.0,14.0,,4.0
721,87.0,194.0,79.0,187.0,16.0,14.0,,4.0
722,83.5,192.5,76.0,186.0,15.0,13.0,,4.0
723,81.0,188.0,73.0,181.0,16.0,14.0,,4.0
724,79.5,187.5,72.0,181.0,15.0,13.0,,4.0
725,76.5,185.5,69.0,179.0,15.0,13.0,,4.0
726,75.5,185.5,68.0,179.0,15.0,13.0,,4.0
727,72.5,184.5,65.0,178.0,15.0,13.0,,4.0
728,70.5,184.5,63.0,178.0,15.0,13.0,,4.0
729,75.0,193.5,67.0,186.0,16.0,15.0,,4.0
730,71.0,194.5,63.0,187.0,16.0,15.0,,4.0
731,72.0,199.5,64.0,192.0,16.0,15.0,,4.0
732,78.0,201.5,70.0,194.0,16.0,15.0,,4.0
733,77.0,203.5,69.0,196.0,16.0,15.0,,4.0
734,80.0,202.5,72.0,195.0,16.0,15.0,,4.0
735,82.0,202.5,74.0,195.0,16.0,15.0,,4.0
736,82.0,200.5,74.0,193.0,16.0,15.0,,4.0
737,82.0,198.5,74.0,191.0,16.0,15.0,0.558,4.0
738,82.0,197.5,74.0,190.0,16.0,15.0,,4.0
739,83.0,196.0,75.0,189.0,16.0,14.0,0.518,4.0
740,83.0,192.0,75.0,185.0,16.0,14.0,,4.0
741,82.0,195.0,74.0,188.0,16.0,14.0,,4.0
742,81.0,197.0,73.0,190.0,16.0,14.0,,4.0
743,83.0,190.0,75.0,183.0,16.0,14.0,,4.0
744,82.0,185.0,74.0,178.0,16.0,14.0,,4.0
745,81.0,181.0,73.0,174.0,16.0,14.0,,4.0
746,79.0,177.0,71.0,170.0,16.0,14.0,,4.0
747,64.0,153.5,52.0,140.0,24.0,27.0,,4.0
748,62.5,148.5,51.0,136.0,23.0,25.0,,4.0
749,63.0,145.0,51.0,132.0,24.0,26.0,,4.0
750,64.0,139.0,52.0,126.0,24.0,26.0,,4.0
751,64.5,131.5,53.0,119.0,23.0,25.0,,4.0
752,66.5,124.5,55.0,112.0,23.0,25.0,,4.0
753,70.5,116.5,59.0,104.0,23.0,25.0,,4.0
754,74.5,107.5,63.0,95.0,23.0,25.0,0.52,4.0
755,78.0,96.5,68.0,86.0,20.0,21.0,0.805,4.0
756,83.5,89.5,74.0,79.0,19.0,21.0,0.856,4.0
757,89.0,81.5,79.0,71.0,20.0,21.0,0.809,4.0
758,93.5,75.5,84.0,65.0,19.0,21.0,0.806,4.0
759,98.5,70.5,89.0,61.0,19.0,19.0,0.848,4.0
760,103.0,66.0,94.0,57.0,18.0,18.0,0.858,4.0
761,108.0,62.5,99.0,53.0,18.0,19.0,0.859,4.0
762,111.5,59.5,103.0,50.0,17.0,19.0,0.736,4.0
763,115.5,57.0,107.0,48.0,17.0,18.0,0.78,4.0
764,119.5,55.5,111.0,47.0,17.0,17.0,0.731,4.0
765,123.0,54.5,115.0,46.0,16.0,17.0,0.72,4.0
766,127.0,54.5,119.0,46.0,16.0,17.0,0.663,4.0
767,130.0,55.0,122.0,47.0,16.0,16.0,0.721,4.0
768,133.5,55.5,126.0,48.0,15.0,15.0,0.721,4.0
769,136.5,56.5,129.0,49.0,15.0,15.0,0.708,4.0
770,139.0,58.5,132.0,51.0,14.0,15.0,0.698,4.0
771,142.5,61.0,135.0,53.0,15.0,16.0,0.656,4.0
772,145.5,63.0,138.0,55.0,15.0,16.0,0.812,4.0
773,148.0,66.0,141.0,59.0,14.0,14.0,0.77,4.0
774,151.0,69.5,144.0,62.0,14.0,15.0,0.823,4.0
775,153.5,73.0,147.0,66.0,13.0,14.0,0.787,4.0
776,155.5,77.0,149.0,70.0,13.0,14.0,,4.0
777,159.0,82.0,153.0,75.0,12.0,14.0,,4.0
778,161.0,87.0,155.0,80.0,12.0,14.0,0.599,4.0
779,164.0,93.0,158.0,86.0,12.0,14.0,,4.0
780,165.0,98.5,159.0,90.0,12.0,17.0,0.778,4.0
781,165.0,98.5,159.0,90.0,12.0,17.0,,4.0
782,166.0,98.5,160.0,90.0,12.0,17.0,,4.0
783,170.0,138.0,164.0,131.0,12.0,14.0,,5.0
784,,,,,,,,
785,171.0,138.0,165.0,131.0,12.0,14.0,,5.0
786,171.0,138.0,165.0,131.0,12.0,14.0,,5.0
787,171.0,140.0,165.0,133.0,12.0,14.0,,5.0
788,165.0,139.0,159.0,132.0,12.0,14.0,,5.0
789,162.0,133.0,156.0,126.0,12.0,14.0,,5.0
790,162.0,132.0,156.0,125.0,12.0,14.0,,5.0
791,162.0,131.0,156.0,124.0,12.0,14.0,,5.0
792,162.0,132.0,156.0,125.0,12.0,14.0,,5.0
793,164.0,133.0,158.0,126.0,12.0,14.0,,5.0
794,166.0,135.0,160.0,128.0,12.0,14.0,,5.0
795,166.0,135.0,160.0,128.0,12.0,14.0,,5.0
796,167.0,136.0,161.0,129.0,12.0,14.0,,5.0
797,168.0,137.0,162.0,130.0,12.0,14.0,0.524,5.0
798,169.0,138.0,163.0,131.0,12.0,14.0,,5.0
799,171.5,142.5,167.0,138.0,9.0,9.0,,5.0
800,172.5,143.5,168.0,139.0,9.0,9.0,0.686,5.0
801,173.0,145.5,168.0,140.0,10.0,11.0,0.721,5.0
802,173.5,147.0,168.0,141.0,11.0,12.0,0.7,5.0
803,175.5,150.0,170.0,144.0,11.0,12.0,0.684,5.0
804,176.0,154.0,171.0,149.0,10.0,10.0,0.79,5.0
805,177.0,157.0,172.0,151.0,10.0,12.0,0.547,5.0
806,178.0,162.0,173.0,156.0,10.0,12.0,0.629,5.0
807,179.0,167.0,174.0,161.0,10.0,12.0,0.684,5.0
808,180.5,171.5,175.0,166.0,11.0,11.0,0.606,5.0
809,181.5,176.5,176.0,170.0,11.0,13.0,0.696,5.0
810,182.5,182.5,177.0,176.0,11.0,13.0,,5.0
811,183.5,188.5,178.0,182.0,11.0,13.0,,5.0
812,184.5,194.5,179.0,188.0,11.0,13.0,,5.0
813,185.5,201.5,180.0,195.0,11.0,13.0,,5.0
814,185.5,209.5,180.0,203.0,11.0,13.0,,5.0
815,187.5,215.5,182.0,209.0,11.0,13.0,,5.0
816,188.5,224.5,183.0,218.0,11.0,13.0,,5.0
817,189.5,231.5,184.0,225.0,11.0,13.0,,5.0
818,189.5,240.5,184.0,234.0,11.0,13.0,,5.0
819,191.5,235.5,186.0,229.0,11.0,13.0,,5.0
820,193.5,228.5,189.0,223.0,9.0,11.0,,5.0
821,193.5,221.5,189.0,216.0,9.0,11.0,,5.0
822,194.5,217.5,190.0,212.0,9.0,11.0,,5.0
823,196.5,211.5,192.0,206.0,9.0,11.0,,5.0
824,196.5,206.5,192.0,201.0,9.0,11.0,,5.0
825,197.5,202.5,193.0,197.0,9.0,11.0,,5.0
826,197.5,198.5,193.0,193.0,9.0,11.0,,5.0
827,199.5,194.5,195.0,189.0,9.0,11.0,,5.0
828,199.5,191.5,195.0,186.0,9.0,11.0,,5.0
829,200.5,188.5,196.0,183.0,9.0,11.0,0.619,5.0
830,201.0,185.5,196.0,179.0,10.0,13.0,0.747,5.0
831,202.0,183.0,197.0,178.0,10.0,10.0,0.789,5.0
832,202.0,181.5,197.0,176.0,10.0,11.0,0.794,5.0
833,203.5,180.5,199.0,175.0,9.0,11.0,0.76,5.0
834,204.5,179.5,199.0,174.0,11.0,11.0,0.751,5.0
835,205.5,179.0,200.0,173.0,11.0,12.0,0.758,5.0
836,,,,,,,,
837,207.0,179.0,202.0,174.0,10.0,10.0,0.76,5.0
838,208.0,180.0,203.0,175.0,10.0,10.0,0.676,5.0
839,208.5,181.0,203.0,176.0,11.0,10.0,0.626,5.0
840,209.0,182.0,204.0,177.0,10.0,10.0,0.537,5.0
841,210.0,184.0,205.0,179.0,10.0,10.0,,5.0
842,212.0,186.0,207.0,181.0,10.0,10.0,,5.0
843,212.0,189.0,207.0,184.0,10.0,10.0,,5.0
844,213.0,192.0,208.0,187.0,10.0,10.0,,5.0
845,215.0,196.0,210.0,190.0,10.0,12.0,,5.0
846,215.0,200.0,210.0,194.0,10.0,12.0,,5.0
847,215.0,203.0,210.0,197.0,10.0,12.0,,5.0
848,216.0,208.0,211.0,202.0,10.0,12.0,0.603,5.0
849,217.0,213.0,212.0,207.0,10.0,12.0,,5.0
850,218.0,219.0,213.0,213.0,10.0,12.0,,5.0
851,219.0,225.0,214.0,219.0,10.0,12.0,,5.0
852,220.0,230.0,215.0,224.0,10.0,12.0,,5.0
853,220.0,237.5,216.0,232.0,8.0,11.0,,5.0
854,220.0,239.5,216.0,234.0,8.0,11.0,,5.0
855,221.0,234.5,217.0,229.0,8.0,11.0,,5.0
856,221.0,229.5,217.0,224.0,8.0,11.0,0.601,5.0
857,222.0,225.0,217.0,219.0,10.0,12.0,0.513,5.0
858,223.0,221.0,218.0,215.0,10.0,12.0,,5.0
859,224.0,218.0,219.0,212.0,10.0,12.0,,5.0
860,224.0,214.0,219.0,208.0,10.0,12.0,,5.0
861,224.0,210.0,219.0,204.0,10.0,12.0,,5.0
862,226.0,208.0,221.0,202.0,10.0,12.0,,5.0
863,226.0,205.0,221.0,199.0,10.0,12.0,,5.0
864,227.0,203.0,222.0,197.0,10.0,12.0,,5.0
865,227.0,202.0,223.0,197.0,8.0,10.0,,5.0
866,228.0,201.0,224.0,196.0,8.0,10.0,,5.0
867,228.0,200.0,224.0,195.0,8.0,10.0,,5.0
868,,,,,,,,
869,,,,,,,,
870,,,,,,,,
871,230.0,201.0,226.0,196.0,8.0,10.0,,5.0
872,230.0,202.0,226.0,197.0,8.0,10.0,0.642,5.0
873,230.5,203.5,226.0,199.0,9.0,9.0,0.756,5.0
874,231.0,205.5,227.0,201.0,8.0,9.0,0.668,5.0
875,231.5,208.0,227.0,203.0,9.0,10.0,0.763,5.0
876,232.0,211.0,228.0,206.0,8.0,10.0,0.715,5.0
